"category","project","external_id","name","kind","status","reference_xyz","tp_command","reference_type","derived","geometry_type","geometry_extent","parent","database_id"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-LIGHTEDGE-EDGEBCC-SERVICE_AND_REPAIR_CENTER","Te Ia District Lightedge Edgebcc Service And Repair Center","custom","complete","1113, 105, -315","/tp @s 1113 105 -315","derived bounds center","true","bounds","x[1104…1121] y[94…116] z[-324…-306]","","wft_145c5d2d335d6a7268734604"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-LIGHTEDGE-EDGEBCC-SUBSTATION","Te Ia District Lightedge Edgebcc Substation","custom","complete","1057, 85, -314","/tp @s 1057 85 -314","derived bounds center","true","bounds","x[1045…1069] y[72…97] z[-323…-305]","","wft_c3475bfad3987c9590546d60"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-META","Te Ia District Meta","custom","complete","1090, ~, -511","/tp @s 1090 ~ -511","derived bounds center","true","bounds","x[1040…1140] y[40…100] z[-550…-472]","","wft_6a7523db53ee1cdf40201891"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-META-MATERIALS_RECOVERY_AND_STAFF_SUPPORT","Te Ia District Meta Materials Recovery And Staff Support","custom","complete","1131, 81, -509","/tp @s 1131 81 -509","derived bounds center","true","bounds","x[1124…1138] y[73…88] z[-515…-503]","","wft_bf2d0b5324c96556f29151ca"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-META-OPERATIONS_TRAINING_CENTER","Te Ia District Meta Operations Training Center","custom","complete","1131, 81, -531","/tp @s 1131 81 -531","derived bounds center","true","bounds","x[1124…1138] y[72…89] z[-544…-519]","","wft_23d8eb8b2d6cc61c67103fe6"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-META-SUBSTATION","Te Ia District Meta Substation","custom","complete","1131, 76, -490","/tp @s 1131 76 -490","derived bounds center","true","bounds","x[1124…1138] y[71…80] z[-500…-480]","","wft_f2d9dfa3dd98eddf72a5591c"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-ROAD-NETWORK","Te Ia District Road Network","custom","complete","925, ~, -488","/tp @s 925 ~ -488","derived bounds center","true","bounds","x[567…1283] y[62…100] z[-713…-264]","","wft_07b427473edc10d828cffd4a"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-SHARED-GRID","Te Ia District Shared Grid","custom","complete","1150, ~, -396","/tp @s 1150 ~ -396","derived bounds center","true","bounds","x[1000…1300] y[63…135] z[-620…-172]","","wft_7a399266df142ccb1e5e92b1"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-WORKER-COMMONS-DISC-GOLF","Te Ia District Worker Commons Disc Golf","custom","complete","1192, ~, -249","/tp @s 1192 ~ -249","derived bounds center","true","bounds","x[1110…1273] y[58…127] z[-298…-201]","","wft_86d95c962ba542946694d0eb"
"Route / station infrastructure","Town Expansion R1","TE-IA-HOLDOUT-HOME","Te Ia Holdout Home","custom","complete","599, 75, -142","/tp @s 599 75 -142","derived bounds center","true","bounds","x[573…625] y[63…86] z[-176…-108]","","wft_420d79275efa1ab9200b8024"
"Route / station infrastructure","Town Expansion R1","TE-IA-HOLDOUT-HOME-GARAGE","Te Ia Holdout Home Garage","custom","complete","585, 74, -163","/tp @s 585 74 -163","derived bounds center","true","bounds","x[574…595] y[69…79] z[-176…-150]","","wft_69f96100d9662c2216017856"
"Route / station infrastructure","Town Expansion R1","TE-IA-HOLDOUT-HOME-ROAD","Te Ia Holdout Home Road","custom","complete","573, 68, -197","/tp @s 573 68 -197","derived bounds center","true","bounds","x[557…588] y[61…75] z[-222…-173]","","wft_082aca1dff753c77e15889bb"
"Route / station infrastructure","Town Expansion R1","TE-IA-HOLDOUT-HOME-TREE-PLAYHOUSE","Te Ia Holdout Home Tree Playhouse","custom","complete","610, 74, -117","/tp @s 610 74 -117","derived bounds center","true","bounds","x[600…619] y[64…83] z[-127…-108]","","wft_b8011ae8eab56aeea3560cbb"
"Route / station infrastructure","Town Expansion R1","TE-IA-MEGACAMPUS-POLLINATOR","Te Ia Megacampus Pollinator","custom","complete","754, 70, -600","/tp @s 754 70 -600","derived bounds center","true","bounds","x[697…810] y[67…73] z[-626…-575]","","wft_453a76dbbdc3321f2fb5544f"
"Route / station infrastructure","Town Expansion R1","TE-IA-NOC","Te Ia Noc","custom","complete","831, 83, -533","/tp @s 831 83 -533","derived bounds center","true","bounds","x[804…857] y[73…92] z[-550…-517]","","wft_0e2a4ab115a6778e566ae28c"
"Route / station infrastructure","Town Expansion R1","TE-IA-OUTER-COMPOUND","Te Ia Outer Compound","custom","complete","514, 89, -245","/tp @s 514 89 -245","derived bounds center","true","bounds","x[465…563] y[74…103] z[-310…-180]","","wft_ac746c93a3780f27b58a33a4"
"Route / station infrastructure","Town Expansion R1","TE-IA-OUTER-WAREHOUSE-A","Te Ia Outer Warehouse A","custom","complete","490, 83, -280","/tp @s 490 83 -280","derived bounds center","true","bounds","x[469…511] y[74…92] z[-301…-259]","","wft_b1805dd1cc974b61726df41e"
"Route / station infrastructure","Town Expansion R1","TE-IA-OUTER-WAREHOUSE-B","Te Ia Outer Warehouse B","custom","complete","536, 84, -280","/tp @s 536 84 -280","derived bounds center","true","bounds","x[515…557] y[74…93] z[-301…-259]","","wft_e8a5a353499c50d11bf42678"
"Route / station infrastructure","Town Expansion R1","TE-IA-POWER-CAMPUS","Te Ia Power Campus","custom","complete","697, 82, -587","/tp @s 697 82 -587","derived bounds center","true","bounds","x[675…719] y[77…87] z[-605…-569]","","wft_c0783f677c55266ce4a5ea48"
"Route / station infrastructure","Town Expansion R1","TE-IA-RAVENSREACH-DIRT-ROAD","Te Ia Ravensreach Dirt Road","custom","complete","300, 76, -232","/tp @s 300 76 -232","derived bounds center","true","bounds","x[130…470] y[69…82] z[-248…-217]","","wft_e89635d90c2b6e25e3bf38b2"
"Route / station infrastructure","Town Expansion R1","TE-IA-STAFF-LODGE","Te Ia Staff Lodge","custom","complete","1002, 103, -310","/tp @s 1002 103 -310","derived bounds center","true","bounds","x[979…1025] y[89…117] z[-331…-289]","","wft_5d9389ba99ac0bebca70b280"
"Route / station infrastructure","Town Expansion R1","TE-IA-VENUE-BOH","Te Ia Venue Boh","custom","complete","831, 81, -468","/tp @s 831 81 -468","derived bounds center","true","bounds","x[804…857] y[73…88] z[-477…-459]","","wft_93022eeca2cff6b7cdb1336c"
"Route / station infrastructure","Town Expansion R1","TE-LONGHOUSE-01","Te Longhouse 01","custom","complete","-85, 79, -349","/tp @s -85 79 -349","derived bounds center","true","bounds","x[-105…-66] y[67…90] z[-357…-341]","","wft_bc01e69ad93ce7fcd8aed542"
"Route / station infrastructure","Town Expansion R1","TE-MAINSTREET-EMPLOYEE-LOUNGE","Te Mainstreet Employee Lounge","custom","complete","-83, 70, 106","/tp @s -83 70 106","derived bounds center","true","bounds","x[-95…-72] y[63…77] z[89…122]","","wft_19fb84933823759c1bb62660"
"Route / station infrastructure","Town Expansion R1","TE-OASIS-01","Te Oasis 01","custom","complete","-228, 78, -496","/tp @s -228 78 -496","derived bounds center","true","bounds","x[-248…-209] y[70…86] z[-510…-482]","","wft_92efa733bfec629be557f009"
"Route / station infrastructure","Town Expansion R1","TE-OBS-DISH-FARM","Te Obs Dish Farm","custom","complete","256, 112, 111","/tp @s 256 112 111","derived bounds center","true","bounds","x[240…271] y[104…119] z[100…122]","","wft_973d0b3bc3bea76f02f5eae4"
"Route / station infrastructure","Town Expansion R1","TE-OBS-ESTATE-SOUTH-COURT","Te Obs Estate South Court","custom","complete","205, 110, 198","/tp @s 205 110 198","derived bounds center","true","bounds","x[178…232] y[103…116] z[177…218]","","wft_4e4d26e28a5099f4a641a480"
"Route / station infrastructure","Town Expansion R1","TE-OBS-NIGHT-SKY-TERRACE","Te Obs Night Sky Terrace","custom","complete","205, 120, 123","/tp @s 205 120 123","derived bounds center","true","bounds","x[175…235] y[117…122] z[110…136]","","wft_87b1e5a65c3a1b20d990db1c"
"Route / station infrastructure","Town Expansion R1","TE-OBS-RETAINED-CROWN","Te Obs Retained Crown","custom","complete","206, 144, 151","/tp @s 206 144 151","derived bounds center","true","bounds","x[188…224] y[137…150] z[141…161]","","wft_cb5690a8cb8702b80881b434"
"Route / station infrastructure","Town Expansion R1","TE-OBS-SHL-EXPANDED","Te Obs Shl Expanded","custom","complete","255, 102, 194","/tp @s 255 102 194","derived bounds center","true","bounds","x[236…274] y[93…111] z[170…218]","","wft_f6503c0c1d1d8b2572ee026b"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV01","Te Pan Rv01","custom","complete","-662, 86, -371","/tp @s -662 86 -371","derived bounds center","true","bounds","x[-714…-610] y[74…98] z[-453…-289]","","wft_4d2efd74c4b47f9fdef9ae54"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV01-CLUB","Te Pan Rv01 Club","custom","complete","-494, 84, -337","/tp @s -494 84 -337","derived bounds center","true","bounds","x[-514…-474] y[71…97] z[-357…-318]","","wft_44287b0a2420adc79747fbf4"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV01-CUSTOMER","Te Pan Rv01 Customer","custom","complete","-586, 89, -431","/tp @s -586 89 -431","derived bounds center","true","bounds","x[-609…-564] y[76…102] z[-451…-411]","","wft_b00535b84e0aa785513427b5"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV01-DIVE","Te Pan Rv01 Dive","custom","complete","-496, 82, -299","/tp @s -496 82 -299","derived bounds center","true","bounds","x[-514…-479] y[71…92] z[-313…-286]","","wft_abc479d436082e5860355216"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV01-FUEL","Te Pan Rv01 Fuel","custom","complete","-641, 78, -273","/tp @s -641 78 -273","derived bounds center","true","bounds","x[-666…-616] y[71…84] z[-294…-252]","","wft_b9d080236a99e3b0e4d1aadc"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV01-REPAIR","Te Pan Rv01 Repair","custom","complete","-605, 87, -345","/tp @s -605 87 -345","derived bounds center","true","bounds","x[-668…-543] y[71…102] z[-379…-311]","","wft_5f514319390a0b950bf7229d"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV01-ROAD","Te Pan Rv01 Road","custom","complete","-441, 73, -561","/tp @s -441 73 -561","derived bounds center","true","bounds","x[-692…-190] y[68…78] z[-664…-459]","","wft_022ee2512ee24f2e1a0a2aa5"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV01-SALES","Te Pan Rv01 Sales","custom","complete","-586, 85, -396","/tp @s -586 85 -396","derived bounds center","true","bounds","x[-609…-564] y[74…95] z[-411…-381]","","wft_41c19f495899b71c5252707f"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV01-TRAVEL","Te Pan Rv01 Travel","custom","complete","-586, 83, -291","/tp @s -586 83 -291","derived bounds center","true","bounds","x[-609…-564] y[71…95] z[-313…-269]","","wft_7ddba744a67a7d17977c97de"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV29-A","Te Pan Rv29 A","custom","complete","-706, 80, -427","/tp @s -706 80 -427","derived bounds center","true","bounds","x[-708…-704] y[77…83] z[-442…-412]","","wft_d5fdfe9085a9499d1d7eb221"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV29-B","Te Pan Rv29 B","custom","complete","-694, 80, -427","/tp @s -694 80 -427","derived bounds center","true","bounds","x[-696…-692] y[77…83] z[-442…-412]","","wft_f5a0461f7cb628151bed9734"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV29-C","Te Pan Rv29 C","custom","complete","-682, 80, -427","/tp @s -682 80 -427","derived bounds center","true","bounds","x[-684…-680] y[77…83] z[-442…-412]","","wft_280667df573afc6f566ce147"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV29-D","Te Pan Rv29 D","custom","complete","-670, 80, -427","/tp @s -670 80 -427","derived bounds center","true","bounds","x[-672…-668] y[77…83] z[-442…-412]","","wft_2d0ea9f03a45b92fed239f08"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV39-A","Te Pan Rv39 A","custom","complete","-706, 82, -383","/tp @s -706 82 -383","derived bounds center","true","bounds","x[-708…-704] y[77…86] z[-403…-363]","","wft_d225d560a96f0ce2df3342fd"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV39-B","Te Pan Rv39 B","custom","complete","-694, 82, -383","/tp @s -694 82 -383","derived bounds center","true","bounds","x[-696…-692] y[77…86] z[-403…-363]","","wft_08a8c8aba504b18f9057157f"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV39-C","Te Pan Rv39 C","custom","complete","-682, 82, -383","/tp @s -682 82 -383","derived bounds center","true","bounds","x[-684…-680] y[77…86] z[-403…-363]","","wft_a276a0871622d1d9f0aa9987"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV39-D","Te Pan Rv39 D","custom","complete","-670, 82, -383","/tp @s -670 82 -383","derived bounds center","true","bounds","x[-672…-668] y[77…86] z[-403…-363]","","wft_f4a5ed78a89ea68c76e11fc0"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV48-A","Te Pan Rv48 A","custom","complete","-705, 82, -329","/tp @s -705 82 -329","derived bounds center","true","bounds","x[-708…-703] y[77…87] z[-354…-305]","","wft_df7683634d9e276a21999ded"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV48-B","Te Pan Rv48 B","custom","complete","-692, 82, -329","/tp @s -692 82 -329","derived bounds center","true","bounds","x[-695…-690] y[77…87] z[-354…-305]","","wft_80fa06f5e34590abf6a687bd"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV48-C","Te Pan Rv48 C","custom","complete","-679, 82, -329","/tp @s -679 82 -329","derived bounds center","true","bounds","x[-682…-677] y[77…87] z[-354…-305]","","wft_dbc92033d76237ed6c2b28b0"
"Route / station infrastructure","Town Expansion R1","TE-PAN-RV48-D","Te Pan Rv48 D","custom","complete","-666, 82, -329","/tp @s -666 82 -329","derived bounds center","true","bounds","x[-669…-664] y[77…87] z[-354…-305]","","wft_6d34daf970a8fe864056f68a"
"Route / station infrastructure","Town Expansion R1","TE-PAV-BUCKINGHAM-FOUNTAIN","Te Pav Buckingham Fountain","custom","complete","85, 74, -470","/tp @s 85 74 -470","derived bounds center","true","bounds","x[70…100] y[66…81] z[-478…-463]","","wft_28de30ac2c6d615765b70702"
"Route / station infrastructure","Town Expansion R1","TE-PAV-CIVIC-MONUMENT","Te Pav Civic Monument","custom","complete","102, 75, -445","/tp @s 102 75 -445","derived bounds center","true","bounds","x[86…117] y[64…85] z[-458…-432]","","wft_3d87d99a2396509182e28e97"
"Route / station infrastructure","Town Expansion R1","TE-PAV-REFLECTING-POOL-NORTH","Te Pav Reflecting Pool North","custom","complete","40, 69, -471","/tp @s 40 69 -471","derived bounds center","true","bounds","x[24…56] y[67…70] z[-480…-462]","","wft_e91f1c3e00f2a2330166de21"
"Route / station infrastructure","Town Expansion R1","TE-PAV-REFLECTING-POOL-SOUTH","Te Pav Reflecting Pool South","custom","complete","40, 69, -413","/tp @s 40 69 -413","derived bounds center","true","bounds","x[24…56] y[67…70] z[-422…-404]","","wft_c110e7e518c19e52b972077e"
"Route / station infrastructure","Town Expansion R1","TE-PAVILION-EAST-CIVIC-GROUNDS","Te Pavilion East Civic Grounds","custom","complete","58, 72, -443","/tp @s 58 72 -443","derived bounds center","true","bounds","x[-6…122] y[67…76] z[-486…-400]","","wft_2426466a4fb2d9f82d5804e6"
"Route / station infrastructure","Town Expansion R1","TE-PENTHOUSE-01","Te Penthouse 01","custom","complete","-85, 93, -381","/tp @s -85 93 -381","derived bounds center","true","bounds","x[-98…-72] y[88…98] z[-390…-373]","","wft_fa4c187dcf54af49e69feb88"
"Route / station infrastructure","Town Expansion R1","TE-RAVENSREACH-MAINSTREET-STAFF-PATH","Te Ravensreach Mainstreet Staff Path","custom","complete","-117, 70, -105","/tp @s -117 70 -105","derived bounds center","true","bounds","x[-155…-80] y[63…77] z[-300…89]","","wft_36ca9e24e55adc39950b34af"
"Route / station infrastructure","Town Expansion R1","TE-RAVENSREACH-WORKFORCE-COURT","Te Ravensreach Workforce Court","custom","complete","-182, 77, -258","/tp @s -182 77 -258","derived bounds center","true","bounds","x[-205…-159] y[74…79] z[-266…-251]","","wft_a8cb4e9716f5a5b196658f37"
"Route / station infrastructure","Town Expansion R1","TE-RAVENSREACH-WORKFORCE-HOUSING-A","Te Ravensreach Workforce Housing A","custom","complete","-182, ~, -278","/tp @s -182 ~ -278","derived bounds center","true","bounds","x[-206…-158] y[60…98] z[-291…-266]","","wft_5cc874e4759444563ada9b1a"
"Route / station infrastructure","Town Expansion R1","TE-RAVENSREACH-WORKFORCE-HOUSING-B-EAST","Te Ravensreach Workforce Housing B East","custom","complete","-170, 74, -238","/tp @s -170 74 -238","derived bounds center","true","bounds","x[-182…-158] y[60…88] z[-251…-226]","","wft_3304a8ef0c78d35e41369e58"
"Route / station infrastructure","Town Expansion R1","TE-RAVENSREACH-WORKFORCE-HOUSING-B-WEST","Te Ravensreach Workforce Housing B West","custom","complete","-194, 75, -238","/tp @s -194 75 -238","derived bounds center","true","bounds","x[-206…-183] y[60…90] z[-251…-226]","","wft_852debbe905d7967061d0715"
